SK_ID_CURR,TARGET
100001,0.0904550076797201
100005,0.16839429926483765
100013,0.11324594050847363
100028,0.07917108495369453
100038,0.15920075461118646
100042,0.077219937051139
100057,0.11027612057255849
100065,0.14794326546955408
100066,0.06362884314142378
100067,0.1239910493001659
100074,0.09416930571690965
100090,0.14861214253776495
100091,0.14419819987916804
100092,0.13528161790966173
100106,0.18893855766906648
100107,0.14021665042467135
100109,0.13533039146067374
100117,0.11103842458949043
100128,0.08972572333347664
100141,0.11887212941998812
100150,0.09154651542938157
100168,0.09476663841570426
100169,0.06564275570907184
100170,0.10736168089743363
100171,0.12518835990531565
100172,0.1563066202733044
100184,0.1052643591467437
100187,0.08828837987636279
100212,0.1121536502005856
100222,0.11447048450213199
100223,0.07964354345305293
100232,0.09423911098830674
100241,0.16537736606602393
100245,0.10034771485281993
100253,0.08088849214550202
100256,0.11351920338914195
100271,0.08129195171300024
100278,0.1289300494919805
100280,0.0908965927602429
100306,0.17862243866891556
100311,0.1430510203488434
100312,0.09393373012975738
100330,0.09585198848011944
100331,0.12074074248904551
100352,0.12679986201382915
100358,0.12663417785972592
100367,0.11904601263726503
100382,0.10502990184509799
100384,0.09207185632105196
100385,0.14275166534957137
100386,0.11415288597674715
100399,0.10133697304318702
100404,0.08921172461294699
100416,0.09520050096861342
100422,0.1622628185388544
100426,0.10281220800635621
100438,0.08342749657475211
100444,0.13607559699452507
100445,0.15360911623919166
100446,0.1394708593030394
100447,0.09331475245942573
100450,0.10785162665226337
100466,0.12476214489804284
100483,0.09514188884956476
100484,0.07658621713719595
100494,0.10171173928700246
100510,0.1602498006583488
100512,0.08877913966068539
100517,0.09087662628434515
100548,0.08739140776379542
100551,0.09907426410783098
100552,0.15289251614233385
100553,0.10561795223156248
100561,0.11444147359977175
100568,0.14722284740228905
100569,0.09037932767826853
100591,0.12592782709887962
100592,0.06909641959794402
100602,0.12884754152690683
100607,0.10599359172099432
100613,0.12077801142489356
100617,0.09694957027424844
100618,0.11869427247669302
100622,0.19395905816884934
100625,0.15194538746114725
100677,0.10784849549744918
100699,0.09731312853637444
100702,0.15981447394343232
100711,0.11040918894603802
100729,0.17663939345693472
100740,0.14136108479054557
100744,0.12612733959430406
100745,0.12430748673743221
100747,0.11775631080334752
100751,0.14128579669450478
100752,0.12044746675712176
100753,0.17610685856476588
100754,0.131987754680595
100760,0.1474582132340879
100762,0.12569496692627152
100763,0.09406062064299173
100765,0.09814305937504396
100770,0.11940739333949045
100772,0.10668177882800424
100777,0.10565187860328519
100791,0.08663908737913263
100792,0.07824940536928063
100797,0.1161622517505718
100823,0.1164770934007068
100826,0.1176996086798635
100830,0.09466106263005222
100836,0.16333311188179642
100872,0.1017310979696932
100910,0.10950446118047445
100913,0.08733156505508582
100918,0.09668726821486419
100931,0.07895103216112992
100952,0.14595529212443237
100953,0.1433036228080288
100965,0.14199674065210366
100970,0.11236600120016263
100982,0.14102104064761176
100983,0.1122597264679193
100984,0.08369546741215607
100987,0.14095293052930494
100997,0.10962940681191136
100998,0.1585570530374836
101002,0.13429217653689368
101005,0.1615291543775488
101008,0.1501744785259747
101020,0.12487623053026445
101021,0.12211003004633264
101024,0.1163238155276524
101025,0.15334754287549104
101026,0.1336858174497385
101031,0.12072977630203185
101041,0.0779291163738059
101051,0.08477727208747977
101055,0.11357008341661919
101056,0.15452463812243725
101057,0.12287073341203551
101064,0.10503789360565614
101079,0.11146908280263222
101087,0.11296965226436982
101090,0.09204294732924051
101092,0.11222686987992515
101097,0.13092966387312194
101099,0.08471428099884848
101107,0.11888004285767262
101118,0.12059380987453079
101125,0.12439124383878179
101126,0.10455927704780621
101128,0.12744148501513441
101136,0.15191169056919637
101140,0.1320392468230013
101149,0.10274684911281873
101160,0.11460465955459063
101169,0.1578703114189131
101181,0.0987791475232696
101186,0.07647353799348074
101190,0.12983233876511124
101193,0.13995034955764674
101194,0.11161845755768876
101198,0.1203941731394634
101200,0.10000836942341491
101204,0.12950883983975503
101211,0.11338992879988725
101213,0.10286281245196857
101223,0.08819810668772807
101225,0.11329549608536539
101237,0.10677337503924035
101243,0.11361742724597887
101244,0.1307230827382918
101258,0.10286312947084349
101259,0.18251364074243462
101268,0.13548613025616996
101269,0.09379610393790973
101271,0.1480592377002525
101279,0.10359596255426416
101281,0.12928411246834537
101287,0.09255868271608259
101292,0.13168791675053598
101294,0.10255449618093161
101296,0.09490067245371256
101297,0.10492570797666213
101299,0.07750433971579983
101301,0.10390695769865867
101305,0.11029231553806093
101308,0.08482738118148277
101318,0.07989156370081837
101327,0.1379680056264553
101329,0.12933627572045356
101332,0.0919442134316166
101337,0.12269434283376762
101343,0.08479742300521223
101345,0.10365150073190439
101346,0.12187688044303008
101353,0.07338208312197543
101354,0.13419164539760717
101355,0.12854211734248178
101356,0.08446532607209152
101362,0.133023004086107
101363,0.15199961881490984
101365,0.11093494541786807
101366,0.12972699536241794
101367,0.14266146884981132
101368,0.07212516825157533
101374,0.14504592082486986
101380,0.08264737547214147
101383,0.09709738079576583
101398,0.07756601661043987
101399,0.17067728996361078
101401,0.12645279792317807
101412,0.12357363069084094
101426,0.14387461157784145
101427,0.1650739721513994
101428,0.12479425377871559
101429,0.13348712044553165
101434,0.09449644871493001
101440,0.11378851317717097
101448,0.12563364383331616
101449,0.11073692430804935
101465,0.09112430723015585
101467,0.08866325219101609
101472,0.1718788737340345
101478,0.11754817293467688
101497,0.11629429720033736
101504,0.09046863490373769
101547,0.1039588297862901
101548,0.12290286219195196
101555,0.10626606971162274
101570,0.11961702810480127
101572,0.09493590212558481
101578,0.10021693944046689
101580,0.14251867319298983
101588,0.12466873504358918
101602,0.09666481570055055
101610,0.12359128297479616
101614,0.15083005442958364
101616,0.12204464605770426
101643,0.11877830327444787
101644,0.13264621531888965
101649,0.1133430862370509
101650,0.12735270362974432
101665,0.09012547701320435
101667,0.15050408186410424
101669,0.08385581801011924
101674,0.15841020253109636
101675,0.11550839630135913
101678,0.1402160776241788
101682,0.09507058424257231
101686,0.1331538578754476
101697,0.15949665150022999
101700,0.11405670428470704
101711,0.10086862844800949
101714,0.07213960556072264
101715,0.1329901925904786
101728,0.1262711360839555
101732,0.09951193177932627
101757,0.13110678497839892
101758,0.12081129571630582
101759,0.12892790595960857
101762,0.06838575145816835
101764,0.09665297157448735
101780,0.14064707015999595
101784,0.12081055358706687
101789,0.09649018487449675
101816,0.11957342124076435
101819,0.08026863475856047
101827,0.06283378958072307
101863,0.11465619565882344
101867,0.1310948828152981
101870,0.09372951680804224
101873,0.13588946015741782
101878,0.12157626012798364
101879,0.08166221629520301
101880,0.09245595371505967
101887,0.1304664645223132
101897,0.08991534566051959
101901,0.07955534353847184
101903,0.1724138920055437
101920,0.10092375898026516
101921,0.1049425686542725
101922,0.1156426445795814
101961,0.17639305287145932
101962,0.09653703710217452
101971,0.09576024386508569
101976,0.15356761127176702
102002,0.12335129145261917
102005,0.08732806440291084
102007,0.1804569875652871
102017,0.0973740761535176
102019,0.15613756691405822
102029,0.08083419558871816
102051,0.11065790550375106
102052,0.08597422692072988
102054,0.1006838745842337
102062,0.1476166009883809
102067,0.1402635461018592
102068,0.11957781631681152
102070,0.09083663967743935
102090,0.11028395397447484
102092,0.16293060323742178
102099,0.1514995669329536
102100,0.0696527627043507
102112,0.12361259635020931
102113,0.11782460697208609
102122,0.13881291406663945
102123,0.10799233534682244
102125,0.09259622228494338
102126,0.12947607199124703
102146,0.11521654081420567
102147,0.13721733574284625
102151,0.10393978567868732
102158,0.11940182379291692
102159,0.10372087255393858
102162,0.08607343662867216
102165,0.09784092118517457
102166,0.13389144867614783
102174,0.08829659061348401
102193,0.18260152241691133
102198,0.12098761880130755
102205,0.13745184057319576
102206,0.1261246913315755
102218,0.11975940401089302
102221,0.12381796614590872
102230,0.1162837647902085
102238,0.10579018194407017
102248,0.09427845074996068
102252,0.12476295968110475
102259,0.08984801549435767
102262,0.12500865327310573
102273,0.101977990700394
102286,0.12796048112310454
102293,0.1108819243994834
102294,0.07565255963527981
102296,0.09291036381741562
102298,0.1294910888945532
102303,0.10469698266806941
102309,0.12727001594966084
102315,0.08472622850119287
102340,0.1041546823454586
102342,0.09693602249176463
102344,0.12437911969269892
102346,0.13605280526248767
102347,0.09555432934864982
102374,0.14821870296725476
102380,0.13020587653049426
102387,0.10231409845583363
102393,0.09382680817536586
102403,0.10776636732929466
102413,0.1153549619718109
102414,0.0858707625991701
102415,0.10545012797865679
102416,0.10134561929671612
102439,0.122405036471687
102441,0.10591625626150283
102443,0.0936951725039682
102444,0.1287320619951926
102445,0.17072314025820784
102448,0.09068616047092694
102449,0.12323935571610656
102450,0.16184351380933357
102456,0.09180042966737485
102458,0.12109590804204788
102459,0.09930680140710299
102465,0.07054106834312372
102470,0.15519769392316107
102471,0.07817646420201971
102475,0.14695391487818688
102476,0.14361790057566676
102506,0.08553752345360933
102509,0.09775788225657776
102519,0.11479973359797821
102522,0.09092414701038713
102545,0.09609415749978288
102549,0.1435615836239359
102562,0.08877467012308687
102563,0.10426989216898058
102568,0.1366877940939834
102582,0.13277170889499787
102592,0.06969039692212958
102597,0.09949068639170398
102605,0.13000177366248372
102614,0.11612665580217758
102617,0.1180317140809428
102634,0.08303323464298047
102652,0.08370599110598906
102655,0.05763842245406439
102671,0.08454171860645619
102694,0.11227528409477751
102701,0.11792110439439132
102703,0.06775855077236498
102704,0.09683853947470537
102713,0.05449805291835666
102720,0.12360398000176677
102731,0.08955014379635244
102733,0.0904121811089456
102749,0.14634009787773694
102755,0.09857952872309964
102763,0.094754864717821
102770,0.1303666585825286
102772,0.1200578338613748
102799,0.1212501418260538
102838,0.1078908670348699
102854,0.11169263152044931
102862,0.1555608437791509
102863,0.12335662456506627
102867,0.09305481556008628
102868,0.0879190510661054
102878,0.11666068679741479
102887,0.10870373903054696
102898,0.14441197797224078
102904,0.10448710170503957
102912,0.15500219893817657
102919,0.09148572293992795
102927,0.09020727909943967
102932,0.12138846995891092
102933,0.16374966374688502
102935,0.0837558978283182
102958,0.12966507735600277
102969,0.11653866439707002
102971,0.10343802044236487
102975,0.08759944538346327
102979,0.12651908854375638
102982,0.0769121640016691
102987,0.1491688666429353
102989,0.10507693951420975
102995,0.12495157700588717
102996,0.110335777882555
103000,0.08166851247756371
103001,0.13387004571601585
103004,0.11221059934175148
103010,0.10698619133242765
103025,0.13048586153599095
103029,0.11916960802614938
103046,0.11521958454428555
103056,0.10912671936618579
103062,0.10937022202047693
103078,0.12804002136889034
103083,0.07993003571372313
103092,0.12230898277647233
103096,0.10091528838100501
103097,0.14161713568744194
103102,0.1540708134818408
103112,0.10564215039450187
103132,0.08485875740701955
103144,0.10063362075263158
103145,0.09626094381199966
103146,0.08318678562378416
103147,0.13356014443027578
103158,0.1072974274760659
103171,0.13380082585553005
103173,0.07847462644071729
103184,0.11239396781968722
103195,0.12260840505040978
103196,0.07737434495292933
103206,0.09379897570227326
103230,0.11849214274584899
103231,0.1284370007808287
103232,0.12187275048715177
103239,0.1733018581265504
103240,0.11100744333058966
103243,0.09317871625354981
103252,0.11997579785788319
103258,0.09863999092173495
103259,0.1215488783670573
103279,0.09078128242666264
103280,0.07042539421996888
103286,0.11191333220584744
103287,0.1593379367414791
103290,0.1128528275839786
103298,0.1217138899786408
103315,0.07307925757503891
103319,0.1032640080908343
103334,0.1424053923601646
103336,0.14344368521060416
103345,0.11507236567077934
103368,0.10347179757916272
103371,0.1339058223245494
103377,0.08799881445318435
103398,0.08699545719112395
103404,0.0854571755473952
103408,0.1258100169047264
103410,0.09455342774576632
103418,0.10263250207815312
103420,0.1369596092311454
103432,0.13308301355214544
103433,0.10152126004729062
103436,0.089271377095921
103440,0.10909142954653445
103453,0.10231886062756188
103459,0.12440201737938773
103460,0.11746738320971888
103461,0.08377883130810283
103462,0.12149800619769313
103473,0.11449701448791103
103474,0.06641572368097304
103475,0.13782220507400847
103478,0.14165635327515116
103480,0.13297077181917058
103484,0.07870786247678692
103494,0.1093566571370928
103513,0.12524100092465754
103515,0.10615125952668063
103516,0.18331397059506557
103525,0.13820351667583866
103541,0.13985050926576786
103544,0.09942032970942695
103562,0.1481532835360056
103570,0.19321866106501898
103572,0.1606818097350351
103574,0.09175671472151223
103575,0.12110775089523708
103591,0.14239979139749484
103594,0.10336820963882548
103609,0.08908005069426987
